,text,airline_sentiment
5764,@southwestair why do airlines change ticket prices in the middle of the dayannoyed,negative
5765,@southwestair delayed again! you are killing me late flightly!,negative
5766,@southwestair love imagine dragons  so much i eould die if i got tickets,positive
5767,@southwestair i wannaa go to the vegas show so bad id doo anything destinationdragons,neutral
5768,@southwestair i love imagine dragons o flipping much pls destinationdragons,positive
5769,@southwestair i would love to go to the atlanta show ,positive
5770,@southwestair i would do anything for tickets to the vegas... anything. i love imagine dragons so much!!,positive
5771,@southwestair another delay. wow,negative
5772,@southwestair i do not want to be too whiny. we accommodated several passengers whose earlier flight was cancelled flightled. our flight was very long.,negative
5773,@southwestair this would be an awesome experience destinationdragons,positive
5774,@southwestair hi! i  your company and fly all the time. i was wondering if you could please share this link amp; read! ,positive
5775,@southwestair yes! how about destinationdragons in san diego?!?,neutral
5776,@southwestair i cannot begin to tell you how slow my planes wifi is. i cannot even pull up an email.  what am i paying 8 for??,negative
5777,@southwestair do we get to pick which @imaginedragons show? destinationdragons,neutral
5778,@southwestair betsy is the besty! gettin stuck at las might not be bad for most..but i want home! homewardbound betsy besty thankyou,negative
5779,@southwestair we should be landing at ric right now but have not even left atl. should have picked delta maybe?,negative
5780,@southwestair i love ya but your bringin me down. an hour late flight leaving and now we have been sitting in the runway for 20 min  fail,negative
5781,@southwestair i have never been mor e disappointed in a company charging 8 to use your wifi which only works for about 8 apps parhetic,negative
5782,@southwestair  just picked up my bag at seatac all the clothes are soaking wet... bagawim ,negative
5783,@southwestair would be cool if the best airlines company hooked me up with @imaginedragons tickets for vegas ;),positive
5784,@southwestair appreciate the reply hopefully those lax agents get the memo. cheers!,positive
5785,@southwestair can you help me out with tickets to the vegas event? i would be so stoked!,neutral
5786,@southwestair i notice that there are separate buttons for guitar and actual music in this pic. some bands should take note of this.,neutral
5787,@southwestair give me tickets to atlanta! i would do anything!  anything ,neutral
5788,@southwestair offering us absolutely nothing for our troubles either. blames the @tsa,negative
5789,@southwestair link does not work,negative
5790,@southwestair just realized my luv voucher expired today. :( any chance of getting some luv with an extension? please? veryloyalcustomer,neutral
5791,@southwestair it had be nice if i could get an answer even a simple no would do; i just want to know. :),negative
5792,@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...,negative
5793,@southwestair a nice trip back home after a looong vaca  ,positive
5794,@southwestair paid for in flight wifi from austin to san diego  was not useable. : possible to get a refund? conf 8x7xvm,negative
5795,@southwestair it was the usually excellent swa flight!,positive
5796,@southwestair you know i you but trying my patience  had easier cheaper ways from tpa to pdx but stuck w u. turned my 3 hrs in mci to 6,negative
5797,@southwestair i figured the streaming would not work per the tos but just the @nascar site is taking longer than 5 minutes to load,negative
5798,@southwestair now we have to wait and wait to get it straight. i fly you for personal and business. but now not so sure. bebetter,negative
5799,@southwestair because your gate attendant let someone board whose boarding pass kept reading invalid. this messed up the passenger log.,negative
5800,@southwestair your android wifi experience is terrible! 8 is a ripoff! i cannot get to @nascar or mrn for @disupdates budweiserduels,negative
5801,@southwestair dear swa i fly you a lot.   most of the time amazing. today: unacceptable.i am sitting here in midway delayed 20 min....,negative
5802,@southwestair what do you know? finally lined up like cattle to board my sw flight (after original departure time) badcustomerservice,negative
5803,@southwestair seems like you could make more money by opening up seats on a more desirable flight.,neutral
5804,@southwestair jason (108639) at gate 3 in san made my afternoon!!! southwestairlines stellarservice thanks!,positive
5805,@southwestair thanks for adding straight flights from columbus to oakland!,positive
5806,@southwestair  i look forward to those direct flights to california to see my family more often. thank you @michaelbcoleman byebyeusairline,positive
5807,@southwestair where is the great customer service i have come to knowexpect; you luv dropped by eb check in and no help in sight!,negative
5808,@southwestair why cannot you help me after you made mistake and dropped my early bird check in on your end?  where is the luv?,negative
5809,@southwestair i have a roundtrip ticket now and i need to change one leg of the trip (to a nearby airport)  not possible via website?,neutral
5810,@southwestair please do something about the speed of your wifi connections on your planes.  it might as well be nonexistent.,negative
5811,@southwestair your crew on 4028 tonight was outstanding. god bless them and the medically trained passengers on board.,positive
5812,@southwestair weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. over it.,negative
5813,@southwestair is seriously the worst. i do not remember the last time i or someone i knew had a flight that was not delayed  cancelled flightled  etc!,negative
5814,@southwestair is there any way to get entry to the las vegas event to see @imaginedragons perform? destinationdragons,neutral
